fila_excel,rang_font,prioritat_excel,url_excel,keyword_excel,idea_excel,categoria,estat,motiu,evidencia,url_objectiu_proposada,estat_assignacio,pendent
105,SEO Ideas!A105:D105,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista qui lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Dentist markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,sense_canvi_proposat,Cap marcatge afegit; es preserven les ressenyes visibles existents.
106,SEO Ideas!A106:D106,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,estudi dental,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,reassignacio_confirmada,Reassignació confirmada de /es/clinica-dental-lleida.html a /es/ per a «estudi dental». La portada en castellà concentra la intenció de marca en la campanya; el modal i la taula desats conserven les cinc keywords anteriors.,"es/index.html (document estàtic), title: Clínica dental en Lleida y Tremp | Estudi Dental | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,"Esperar la recopilació i revisar l’avís original sobre /es/. Aquesta confirmació acredita l’assignació; no implica canviar el H1 de marca, tancar l’avís ni millorar posicions."
107,SEO Ideas!A107:D107,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,estudi dental,Your page’s meta description does not contain your target keyword. Try to add this keyword to your page `meta` tag.,meta_description,reassignacio_confirmada,Reassignació confirmada de /es/clinica-dental-lleida.html a /es/ per a «estudi dental». La portada en castellà concentra la intenció de marca en la campanya; el modal i la taula desats conserven les cinc keywords anteriors.,"es/index.html (document estàtic), title: Clínica dental en Lleida y Tremp | Estudi Dental | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,"Esperar la recopilació i revisar l’avís original sobre /es/. Aquesta confirmació acredita l’assignació; no implica canviar el H1 de marca, tancar l’avís ni millorar posicions."
108,SEO Ideas!A108:D108,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,estudi dental,"Compared to your rivals, some related words are not present in your page’s content. Try to enrich your page’s content with the following semantically related words: `estudi dental barcelona`, `tratamientos dentales`, `estética dental`",semantica,no_aplica,No s’incorpora estudi dental barcelona perquè remet a una altra ubicació/marca. Tratamientos dentales i estética dental ja formen part del catàleg propi; no s’aplica el paquet de termes literalment.,"data/landing-pages.js, es-lleida; /es/servicios.html | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,La possible reassignació de estudi dental a la portada es tracta separadament.
109,SEO Ideas!A109:D109,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,estudi dental,"Try to acquire backlinks from the following domains: estudidentalbarcelona.com, elespanol.com, bcnshoppingandshooting.cat, nomas900.org",backlinks,pendent_extern,"Candidats externs de l’Excel, sense adquisició ni alta feta: estudidentalbarcelona.com, elespanol.com, bcnshoppingandshooting.cat, nomas900.org. Cal verificar pàgina concreta, pertinència i possibilitat d’actualitzar una fitxa existent abans de contactar. S’exclou estudidentalbarcelona.com com a clínica/ubicació aliena; els altres dominis del paquet no es consideren aprovats.","docs/seo-onpage-2026-09-16/backlink-opportunities.md (només QDQ, Docfav i TotLleida tenen revisió puntual) | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,"Sense missatges, comptes, pagaments ni enllaços nous. Els altres dominis continuen sense validar."
110,SEO Ideas!A110:D110,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,estudi dental,Keyword assigned to the current page produce higher rankings for other page. You may try to optimize these higher ranking page for the given keyword instead: position 3 page https://www.estudidentalcarrera.com/es/,assignacio_keyword,reassignacio_confirmada,Reassignació confirmada de /es/clinica-dental-lleida.html a /es/ per a «estudi dental». La portada en castellà concentra la intenció de marca en la campanya; el modal i la taula desats conserven les cinc keywords anteriors.,"es/index.html (document estàtic), title: Clínica dental en Lleida y Tremp | Estudi Dental | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,"Esperar la recopilació i revisar l’avís original sobre /es/. Aquesta confirmació acredita l’assignació; no implica canviar el H1 de marca, tancar l’avís ni millorar posicions."
111,SEO Ideas!A111:D111,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,estudi dental,You may increase your click-through rate if you add an aggregate rating to this page <using the Dentist markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.","https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,Cap marcatge afegit; es preserven les ressenyes visibles existents.
112,SEO Ideas!A112:D112,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,clinica qui lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,no_aplica,"Keyword de competidor o d’una ubicació aliena: clinica qui lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C112:D112; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
113,SEO Ideas!A113:D113,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,clinica qui lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,no_aplica,"Keyword de competidor o d’una ubicació aliena: clinica qui lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C113:D113; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
114,SEO Ideas!A114:D114,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,clinica qui lleida,Try to acquire backlinks from the following domains: qdq.com,backlinks,no_aplica,"Keyword de competidor o d’una ubicació aliena: clinica qui lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C114:D114; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
115,SEO Ideas!A115:D115,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,clinica qui lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Dentist markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,sense_canvi_proposat,Cap marcatge afegit; es preserven les ressenyes visibles existents.
116,SEO Ideas!A116:D116,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,clinica qui,You may increase your click-through rate if you add an aggregate rating to this page <using the Dentist markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,sense_canvi_proposat,Cap marcatge afegit; es preserven les ressenyes visibles existents.
117,SEO Ideas!A117:D117,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,clinica dental la seu lleida,Your page’s `body` tag does not contain your target keyword. Try to add this keyword to your page’s body.,body,no_aplica,"Keyword de competidor o d’una ubicació aliena: clinica dental la seu lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C117:D117; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
118,SEO Ideas!A118:D118,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,clinica dental la seu lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,no_aplica,"Keyword de competidor o d’una ubicació aliena: clinica dental la seu lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C118:D118; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
119,SEO Ideas!A119:D119,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,clinica dental la seu lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,no_aplica,"Keyword de competidor o d’una ubicació aliena: clinica dental la seu lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C119:D119; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
120,SEO Ideas!A120:D120,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,clinica dental la seu lleida,"Compared to your rivals, some related words are not present in your page’s content. Try to enrich your page’s content with the following semantically related words: `clínica dental la seu`",semantica,no_aplica,"Keyword de competidor o d’una ubicació aliena: clinica dental la seu lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C120:D120; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
121,SEO Ideas!A121:D121,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,clinica dental la seu lleida,Try to acquire backlinks from the following domains: qdq.com,backlinks,no_aplica,"Keyword de competidor o d’una ubicació aliena: clinica dental la seu lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C121:D121; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
122,SEO Ideas!A122:D122,7.55,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,clinica dental la seu lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Dentist markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,sense_canvi_proposat,Cap marcatge afegit; es preserven les ressenyes visibles existents.
